销售日期,扫码销售时间,单品编码,销量(千克),销售单价(元/千克),批发价格(元/千克),分类名称,分类编码,平均损耗值
2020-07-01,20:16:17.412,102900005116509,0.804,4.0,1.63,茄类,1011010501,6.68
2020-07-01,20:16:17.492,102900005116257,0.502,6.0,6.56,茄类,1011010501,6.68
2020-07-01,20:16:50.155,102900005116509,0.829,4.0,1.63,茄类,1011010501,6.68
2020-07-01,20:27:24.000,102900005116509,0.427,4.0,1.63,茄类,1011010501,6.68
2020-07-01,20:28:19.673,102900005116257,0.736,6.0,6.56,茄类,1011010501,6.68
2020-07-01,20:32:34.518,102900005116257,0.301,6.0,6.56,茄类,1011010501,6.68
2020-07-01,20:40:42.155,102900005116257,0.318,6.0,6.56,茄类,1011010501,6.68
2020-07-01,20:42:39.655,102900005116257,0.602,6.0,6.56,茄类,1011010501,6.68
2020-07-01,20:47:01.014,102900005116509,0.477,4.0,1.63,茄类,1011010501,6.68
2020-07-01,20:48:03.748,102900005116257,0.886,6.0,6.56,茄类,1011010501,6.68
2020-07-01,20:52:52.342,102900005116509,0.678,4.0,1.63,茄类,1011010501,6.68
2020-07-01,21:56:27.233,102900005116509,0.402,4.0,1.63,茄类,1011010501,6.68
2020-07-02,09:21:08.330,102900005116509,0.276,4.0,1.46,茄类,1011010501,6.68
2020-07-02,09:31:54.608,102900005116509,0.377,4.0,1.46,茄类,1011010501,6.68
2020-07-02,09:33:43.092,102900005116509,1.382,4.0,1.46,茄类,1011010501,6.68
2020-07-02,09:40:38.108,102900005116257,0.501,7.0,3.72,茄类,1011010501,6.68
2020-07-02,09:40:47.983,102900005116509,0.729,4.0,1.46,茄类,1011010501,6.68
2020-07-02,09:46:12.654,102900005116257,0.459,7.0,3.72,茄类,1011010501,6.68
2020-07-02,09:50:57.561,102900005116509,0.729,4.0,1.46,茄类,1011010501,6.68
2020-07-02,09:59:33.780,102900005116509,0.98,4.0,1.46,茄类,1011010501,6.68
2020-07-02,10:02:57.389,102900005116257,0.201,7.0,3.72,茄类,1011010501,6.68
2020-07-02,10:08:43.764,102900005116509,0.477,4.0,1.46,茄类,1011010501,6.68
2020-07-02,10:11:43.858,102900005116257,0.559,7.0,3.72,茄类,1011010501,6.68
2020-07-02,10:13:30.339,102900005116257,0.287,7.0,3.72,茄类,1011010501,6.68
2020-07-02,10:24:28.889,102900005116509,0.553,4.0,1.46,茄类,1011010501,6.68
2020-07-02,10:29:58.933,102900005116509,0.452,4.0,1.46,茄类,1011010501,6.68
2020-07-02,10:30:17.311,102900005116257,0.817,7.0,3.72,茄类,1011010501,6.68
2020-07-02,10:40:05.243,102900005116257,1.218,7.0,3.72,茄类,1011010501,6.68
2020-07-02,10:42:16.233,102900005116509,0.352,4.0,1.46,茄类,1011010501,6.68
2020-07-02,10:53:07.264,102900005116509,0.528,4.0,1.46,茄类,1011010501,6.68
2020-07-02,10:54:21.911,102900005116509,0.327,4.0,1.46,茄类,1011010501,6.68
2020-07-02,11:05:35.784,102900005116509,0.302,4.0,1.46,茄类,1011010501,6.68
2020-07-02,11:10:56.764,102900005116509,0.327,4.0,1.46,茄类,1011010501,6.68
2020-07-02,11:18:59.326,102900005116509,0.377,4.0,1.46,茄类,1011010501,6.68
2020-07-02,11:23:09.773,102900005116257,0.344,7.0,3.72,茄类,1011010501,6.68
2020-07-02,11:39:08.434,102900005116509,0.628,4.0,1.46,茄类,1011010501,6.68
2020-07-02,11:49:05.282,102900005116509,0.477,4.0,1.46,茄类,1011010501,6.68
2020-07-02,12:08:43.889,102900005116509,1.106,4.0,1.46,茄类,1011010501,6.68
2020-07-02,13:37:33.608,102900005116509,0.352,4.0,1.46,茄类,1011010501,6.68
2020-07-02,14:28:19.514,102900005116257,0.673,7.0,3.72,茄类,1011010501,6.68
2020-07-02,14:34:39.670,102900005116257,0.444,7.0,3.72,茄类,1011010501,6.68
2020-07-02,15:18:52.186,102900005116257,0.745,7.0,3.72,茄类,1011010501,6.68
2020-07-02,15:30:57.644,102900005116509,0.377,4.0,1.46,茄类,1011010501,6.68
2020-07-02,15:37:16.527,102900005116509,1.03,4.0,1.46,茄类,1011010501,6.68
2020-07-02,15:41:25.701,102900005116257,0.459,7.0,3.72,茄类,1011010501,6.68
2020-07-02,15:43:12.973,102900005116509,0.377,4.0,1.46,茄类,1011010501,6.68
2020-07-02,16:33:06.248,102900005116509,0.804,4.0,1.46,茄类,1011010501,6.68
2020-07-02,16:38:45.717,102900005116509,0.804,4.0,1.46,茄类,1011010501,6.68
2020-07-02,17:23:34.800,102900005116257,0.917,7.0,3.72,茄类,1011010501,6.68
2020-07-02,17:27:57.736,102900005116257,0.673,7.0,3.72,茄类,1011010501,6.68
2020-07-02,17:41:14.005,102900005116509,0.729,4.0,1.46,茄类,1011010501,6.68
2020-07-02,17:46:23.191,102900005116257,0.244,7.0,3.72,茄类,1011010501,6.68
2020-07-02,17:58:57.883,102900005116509,0.402,4.0,1.46,茄类,1011010501,6.68
2020-07-02,18:06:41.178,102900005116257,0.459,7.0,3.72,茄类,1011010501,6.68
2020-07-02,18:29:48.639,102900005116257,0.459,7.0,3.72,茄类,1011010501,6.68
2020-07-02,18:34:46.335,102900005116257,0.387,7.0,3.72,茄类,1011010501,6.68
2020-07-02,18:47:35.467,102900005116509,0.628,4.0,1.46,茄类,1011010501,6.68
2020-07-02,18:47:37.842,102900005116257,0.688,7.0,3.72,茄类,1011010501,6.68
2020-07-02,19:11:12.390,102900005116257,0.43,7.0,3.72,茄类,1011010501,6.68
2020-07-02,19:23:40.450,102900005116509,0.327,4.0,1.46,茄类,1011010501,6.68
2020-07-02,19:27:32.842,102900005116257,0.444,7.0,3.72,茄类,1011010501,6.68
2020-07-02,19:28:09.436,102900005116257,1.218,7.0,3.72,茄类,1011010501,6.68
2020-07-02,19:28:36.030,102900005116509,1.156,4.0,1.46,茄类,1011010501,6.68
2020-07-02,19:43:00.920,102900005116257,0.487,7.0,3.72,茄类,1011010501,6.68
2020-07-02,19:56:41.722,102900005116257,0.301,7.0,3.72,茄类,1011010501,6.68
2020-07-02,20:09:39.296,102900005116257,0.287,7.0,3.72,茄类,1011010501,6.68
2020-07-02,20:17:39.467,102900005116257,0.731,7.0,3.72,茄类,1011010501,6.68
2020-07-02,21:48:30.405,102900005116509,0.402,4.0,1.46,茄类,1011010501,6.68
2020-07-03,09:29:35.639,102900005116257,0.373,7.0,6.56,茄类,1011010501,6.68
2020-07-03,09:32:21.764,102900005116257,0.215,7.0,6.56,茄类,1011010501,6.68
2020-07-03,09:44:08.795,102900005116509,0.729,4.0,1.48,茄类,1011010501,6.68
2020-07-03,09:49:51.577,102900005116257,0.602,7.0,6.56,茄类,1011010501,6.68
2020-07-03,10:01:24.436,102900005116257,0.688,7.0,6.56,茄类,1011010501,6.68
2020-07-03,10:13:50.586,102900005116509,0.402,4.0,1.48,茄类,1011010501,6.68
2020-07-03,10:20:46.137,102900005116257,0.587,7.0,6.56,茄类,1011010501,6.68
2020-07-03,10:22:46.008,102900005116509,0.704,4.0,1.48,茄类,1011010501,6.68
2020-07-03,10:43:37.515,102900005116257,0.917,7.0,6.56,茄类,1011010501,6.68
2020-07-03,10:46:54.420,102900005116257,0.315,7.0,6.56,茄类,1011010501,6.68
2020-07-03,11:06:46.537,102900005116509,0.804,4.0,1.48,茄类,1011010501,6.68
2020-07-03,11:11:02.592,102900005116509,0.754,4.0,1.48,茄类,1011010501,6.68
2020-07-03,11:25:11.685,102900005116509,0.779,4.0,1.48,茄类,1011010501,6.68
2020-07-03,11:44:38.920,102900005116509,1.005,4.0,1.48,茄类,1011010501,6.68
2020-07-03,11:44:42.076,102900005116509,1.005,4.0,1.48,茄类,1011010501,6.68
2020-07-03,12:40:58.140,102900005116257,0.559,7.0,6.56,茄类,1011010501,6.68
2020-07-03,13:00:09.420,102900005116509,0.879,4.0,1.48,茄类,1011010501,6.68
2020-07-03,13:11:44.670,102900005116257,0.287,7.0,6.56,茄类,1011010501,6.68
2020-07-03,13:41:32.352,102900005116509,0.779,4.0,1.48,茄类,1011010501,6.68
2020-07-03,14:18:17.405,102900005116257,0.516,7.0,6.56,茄类,1011010501,6.68
2020-07-03,15:17:29.657,102900005116257,0.287,7.0,6.56,茄类,1011010501,6.68
2020-07-03,16:02:56.639,102900005116257,0.287,7.0,6.56,茄类,1011010501,6.68
2020-07-03,16:18:44.002,102900005116257,0.573,7.0,6.56,茄类,1011010501,6.68
2020-07-03,16:24:48.123,102900005116257,0.544,7.0,6.56,茄类,1011010501,6.68
2020-07-03,16:28:58.795,102900005116257,0.416,7.0,6.56,茄类,1011010501,6.68
2020-07-03,16:36:41.111,102900005116257,0.373,7.0,6.56,茄类,1011010501,6.68
2020-07-03,16:59:02.045,102900005116509,0.653,4.0,1.48,茄类,1011010501,6.68
2020-07-03,17:08:51.014,102900005116509,0.829,4.0,1.48,茄类,1011010501,6.68
2020-07-03,17:16:20.295,102900005116257,0.96,7.0,6.56,茄类,1011010501,6.68
2020-07-03,17:20:59.951,102900005116257,0.559,7.0,6.56,茄类,1011010501,6.68
2020-07-03,17:34:26.229,102900005116509,0.879,4.0,1.48,茄类,1011010501,6.68
2020-07-03,17:47:08.611,102900005116257,0.459,7.0,6.56,茄类,1011010501,6.68
2020-07-03,17:49:54.139,102900005116509,0.98,4.0,1.48,茄类,1011010501,6.68
2020-07-03,18:02:54.042,102900005116509,0.754,4.0,1.48,茄类,1011010501,6.68
2020-07-03,18:08:33.416,102900005116257,0.716,7.0,6.56,茄类,1011010501,6.68
2020-07-03,18:16:42.636,102900005116257,0.401,7.0,6.56,茄类,1011010501,6.68
2020-07-03,18:35:44.155,102900005116257,0.544,7.0,6.56,茄类,1011010501,6.68
2020-07-03,18:45:12.928,102900005116509,0.879,4.0,1.48,茄类,1011010501,6.68
2020-07-03,18:59:17.349,102900005116509,1.106,4.0,1.48,茄类,1011010501,6.68
2020-07-03,19:04:46.248,102900005116257,0.258,7.0,6.56,茄类,1011010501,6.68
2020-07-03,19:08:46.954,102900005116257,0.373,7.0,6.56,茄类,1011010501,6.68
2020-07-03,19:11:31.783,102900005116257,0.845,7.0,6.56,茄类,1011010501,6.68
2020-07-03,19:14:25.434,102900005116509,0.402,4.0,1.48,茄类,1011010501,6.68
2020-07-03,19:22:28.862,102900005116257,0.573,7.0,6.56,茄类,1011010501,6.68
2020-07-03,19:34:44.670,102900005116509,0.754,4.0,1.48,茄类,1011010501,6.68
2020-07-03,19:36:08.873,102900005116257,0.401,7.0,6.56,茄类,1011010501,6.68
2020-07-03,20:03:36.064,102900005116257,1.146,7.0,6.56,茄类,1011010501,6.68
2020-07-03,20:25:50.902,102900005116257,0.774,7.0,6.56,茄类,1011010501,6.68
2020-07-03,20:34:35.000,102900005116509,0.327,4.0,1.48,茄类,1011010501,6.68
2020-07-03,20:35:33.545,102900005116257,0.587,7.0,6.56,茄类,1011010501,6.68
2020-07-03,20:39:34.217,102900005116509,0.327,4.0,1.48,茄类,1011010501,6.68
2020-07-03,20:43:15.629,102900005116509,0.829,4.0,1.48,茄类,1011010501,6.68
2020-07-03,20:50:08.530,102900005116509,0.779,4.0,1.48,茄类,1011010501,6.68
2020-07-03,20:55:41.846,102900005116509,1.005,4.0,1.48,茄类,1011010501,6.68
2020-07-03,21:05:57.151,102900005116257,0.559,7.0,6.56,茄类,1011010501,6.68
2020-07-03,21:30:50.039,102900005116257,0.587,7.0,6.56,茄类,1011010501,6.68
2020-07-03,21:33:59.436,102900005116257,0.272,7.0,6.56,茄类,1011010501,6.68
2020-07-04,09:18:32.311,102900005116509,1.08,4.0,1.98,茄类,1011010501,6.68
2020-07-04,09:52:51.201,102900005116257,0.315,7.0,3.94,茄类,1011010501,6.68
2020-07-04,09:54:20.633,102900005116509,0.553,4.0,1.98,茄类,1011010501,6.68
2020-07-04,10:09:15.201,102900005116509,0.477,4.0,1.98,茄类,1011010501,6.68
2020-07-04,10:10:59.420,102900005116509,0.427,4.0,1.98,茄类,1011010501,6.68
2020-07-04,10:11:31.905,102900005116257,0.946,7.0,3.94,茄类,1011010501,6.68
2020-07-04,10:19:56.728,102900005116257,0.516,7.0,3.94,茄类,1011010501,6.68
2020-07-04,10:23:07.608,102900005116257,0.874,7.0,3.94,茄类,1011010501,6.68
2020-07-04,10:24:19.275,102900005116257,0.401,7.0,3.94,茄类,1011010501,6.68
2020-07-04,10:29:48.476,102900005116509,0.477,4.0,1.98,茄类,1011010501,6.68
2020-07-04,10:45:19.358,102900005116257,0.473,7.0,3.94,茄类,1011010501,6.68
2020-07-04,10:46:29.217,102900005116257,0.416,7.0,3.94,茄类,1011010501,6.68
2020-07-04,10:48:41.571,102900005116257,0.258,7.0,3.94,茄类,1011010501,6.68
2020-07-04,10:56:22.858,102900005116257,0.444,7.0,3.94,茄类,1011010501,6.68
2020-07-04,10:58:10.219,102900005116509,0.854,4.0,1.98,茄类,1011010501,6.68
2020-07-04,11:01:13.739,102900005116257,0.501,7.0,3.94,茄类,1011010501,6.68
2020-07-04,11:03:50.139,102900005116509,0.377,4.0,1.98,茄类,1011010501,6.68
2020-07-04,11:14:26.373,102900005116257,0.559,7.0,3.94,茄类,1011010501,6.68
2020-07-04,11:15:38.592,102900005116257,0.688,7.0,3.94,茄类,1011010501,6.68
2020-07-04,11:17:17.082,102900005116509,1.382,4.0,1.98,茄类,1011010501,6.68
2020-07-04,11:20:05.696,102900005116509,0.427,4.0,1.98,茄类,1011010501,6.68
2020-07-04,11:20:07.911,102900005116257,0.845,7.0,3.94,茄类,1011010501,6.68
2020-07-04,11:21:49.280,102900005116509,0.427,4.0,1.98,茄类,1011010501,6.68
2020-07-04,11:24:50.811,102900005116257,0.344,7.0,3.94,茄类,1011010501,6.68
2020-07-04,11:26:20.090,102900005116257,0.373,7.0,3.94,茄类,1011010501,6.68
2020-07-04,11:27:02.030,102900005116257,0.244,7.0,3.94,茄类,1011010501,6.68
2020-07-04,11:27:33.389,102900005116257,0.473,7.0,3.94,茄类,1011010501,6.68
2020-07-04,11:29:33.639,102900005116509,0.452,4.0,1.98,茄类,1011010501,6.68
2020-07-04,11:30:47.514,102900005116257,0.358,7.0,3.94,茄类,1011010501,6.68
2020-07-04,11:32:14.620,102900005116257,0.287,7.0,3.94,茄类,1011010501,6.68
2020-07-04,11:36:10.440,102900005116257,0.215,7.0,3.94,茄类,1011010501,6.68
2020-07-04,11:39:00.413,102900005116509,0.553,4.0,1.98,茄类,1011010501,6.68
2020-07-04,11:43:08.301,102900005116257,0.215,7.0,3.94,茄类,1011010501,6.68
2020-07-04,11:45:40.373,102900005116257,0.487,7.0,3.94,茄类,1011010501,6.68
2020-07-04,11:46:57.061,102900005116257,0.287,7.0,3.94,茄类,1011010501,6.68
2020-07-04,11:53:02.643,102900005116509,0.804,4.0,1.98,茄类,1011010501,6.68
2020-07-04,12:01:45.655,102900005116509,0.829,4.0,1.98,茄类,1011010501,6.68
2020-07-04,12:02:16.636,102900005116257,0.272,7.0,3.94,茄类,1011010501,6.68
2020-07-04,12:04:41.537,102900005116509,1.181,4.0,1.98,茄类,1011010501,6.68
2020-07-04,12:07:35.079,102900005116509,1.482,4.0,1.98,茄类,1011010501,6.68
2020-07-04,12:09:13.217,102900005116257,0.444,7.0,3.94,茄类,1011010501,6.68
2020-07-04,12:10:30.918,102900005116257,0.315,7.0,3.94,茄类,1011010501,6.68
2020-07-04,12:13:29.714,102900005116509,0.729,4.0,1.98,茄类,1011010501,6.68
2020-07-04,12:28:07.170,102900005116257,0.989,7.0,3.94,茄类,1011010501,6.68
2020-07-04,12:35:04.545,102900005116509,1.106,4.0,1.98,茄类,1011010501,6.68
2020-07-04,12:37:32.295,102900005116509,1.457,4.0,1.98,茄类,1011010501,6.68
2020-07-04,13:23:24.905,102900005116509,0.528,4.0,1.98,茄类,1011010501,6.68
2020-07-04,13:55:59.561,102900005116257,0.946,7.0,3.94,茄类,1011010501,6.68
2020-07-04,13:59:58.733,102900005116509,0.578,4.0,1.98,茄类,1011010501,6.68
2020-07-04,14:09:31.936,102900005116257,1.103,7.0,3.94,茄类,1011010501,6.68
2020-07-04,14:27:57.576,102900005116257,0.244,7.0,3.94,茄类,1011010501,6.68
2020-07-04,14:39:54.483,102900005116509,0.704,4.0,1.98,茄类,1011010501,6.68
2020-07-04,14:56:35.601,102900005116257,0.487,7.0,3.94,茄类,1011010501,6.68
2020-07-04,14:57:31.530,102900005116509,0.427,4.0,1.98,茄类,1011010501,6.68
2020-07-04,15:57:01.311,102900005116509,0.578,4.0,1.98,茄类,1011010501,6.68
2020-07-04,16:23:37.686,102900005116509,0.603,4.0,1.98,茄类,1011010501,6.68
2020-07-04,16:25:31.989,102900005116509,0.402,4.0,1.98,茄类,1011010501,6.68
2020-07-04,16:46:27.189,102900005116257,1.576,7.0,3.94,茄类,1011010501,6.68
2020-07-04,16:49:03.158,102900005116257,0.416,7.0,3.94,茄类,1011010501,6.68
2020-07-04,16:52:47.388,102900005116257,0.287,7.0,3.94,茄类,1011010501,6.68
2020-07-04,16:59:30.885,102900005116257,0.516,7.0,3.94,茄类,1011010501,6.68
2020-07-04,17:09:15.748,102900005116509,0.503,4.0,1.98,茄类,1011010501,6.68
2020-07-04,17:12:43.201,102900005116509,0.503,4.0,1.98,茄类,1011010501,6.68
2020-07-04,17:14:07.064,102900005116257,0.96,7.0,3.94,茄类,1011010501,6.68
2020-07-04,17:20:18.946,102900005116257,0.544,7.0,3.94,茄类,1011010501,6.68
2020-07-04,17:24:08.701,102900005116257,0.602,7.0,3.94,茄类,1011010501,6.68
2020-07-04,17:40:53.901,102900005116257,0.573,7.0,3.94,茄类,1011010501,6.68
2020-07-04,17:49:37.455,102900005116257,0.673,7.0,3.94,茄类,1011010501,6.68
2020-07-04,18:07:52.826,102900005116257,0.659,7.0,3.94,茄类,1011010501,6.68
2020-07-04,18:10:10.215,102900005116257,0.401,7.0,3.94,茄类,1011010501,6.68
2020-07-04,18:20:07.089,102900005116509,0.503,4.0,1.98,茄类,1011010501,6.68
2020-07-04,18:23:24.514,102900005116257,0.43,7.0,3.94,茄类,1011010501,6.68
2020-07-04,18:28:37.436,102900005116509,0.327,4.0,1.98,茄类,1011010501,6.68
2020-07-04,18:35:50.126,102900005116257,0.272,7.0,3.94,茄类,1011010501,6.68
2020-07-04,18:38:51.563,102900005116257,0.287,7.0,3.94,茄类,1011010501,6.68
2020-07-04,18:42:46.914,102900005116257,0.344,7.0,3.94,茄类,1011010501,6.68
2020-07-04,18:44:54.774,102900005116257,0.487,7.0,3.94,茄类,1011010501,6.68
2020-07-04,18:54:20.584,102900005116509,0.402,4.0,1.98,茄类,1011010501,6.68
2020-07-04,18:54:58.201,102900005116257,0.459,7.0,3.94,茄类,1011010501,6.68
2020-07-04,19:07:20.585,102900005116257,0.53,7.0,3.94,茄类,1011010501,6.68
2020-07-04,19:11:07.451,102900005116509,0.327,4.0,1.98,茄类,1011010501,6.68
2020-07-04,19:28:40.670,102900005116509,1.407,4.0,1.98,茄类,1011010501,6.68
2020-07-04,19:43:24.811,102900005116509,1.156,4.0,1.98,茄类,1011010501,6.68
2020-07-04,19:45:41.033,102900005116257,0.215,7.0,3.94,茄类,1011010501,6.68
2020-07-04,19:47:54.905,102900005116257,0.473,7.0,3.94,茄类,1011010501,6.68
2020-07-04,20:07:24.824,102900005116257,0.215,7.0,3.94,茄类,1011010501,6.68
2020-07-04,20:20:44.434,102900005116257,0.53,7.0,3.94,茄类,1011010501,6.68
2020-07-04,20:36:16.139,102900005116257,0.544,7.0,3.94,茄类,1011010501,6.68
2020-07-04,20:37:02.186,102900005116257,0.53,7.0,3.94,茄类,1011010501,6.68
2020-07-04,20:38:39.484,102900005116257,0.244,7.0,3.94,茄类,1011010501,6.68
2020-07-04,20:48:58.217,102900005116257,0.573,7.0,3.94,茄类,1011010501,6.68
2020-07-04,20:49:23.030,102900005116257,1.189,7.0,3.94,茄类,1011010501,6.68
2020-07-04,20:59:50.764,102900005116257,0.86,7.0,3.94,茄类,1011010501,6.68
2020-07-04,21:04:33.873,102900005116257,0.587,7.0,3.94,茄类,1011010501,6.68
2020-07-04,21:07:26.139,102900005116257,0.387,7.0,3.94,茄类,1011010501,6.68
2020-07-04,21:28:17.436,102900005116257,0.33,7.0,3.94,茄类,1011010501,6.68
2020-07-04,21:31:05.364,102900005116257,0.33,7.0,3.94,茄类,1011010501,6.68
2020-07-04,21:37:57.233,102900005116257,0.416,7.0,3.94,茄类,1011010501,6.68
2020-07-04,21:42:35.280,102900005116257,0.287,7.0,3.94,茄类,1011010501,6.68
2020-07-05,09:27:53.600,102900005116509,0.704,4.0,2.04,茄类,1011010501,6.68
2020-07-05,09:28:22.326,102900005116509,0.553,4.0,2.04,茄类,1011010501,6.68
2020-07-05,09:36:30.936,102900005116509,2.161,4.0,2.04,茄类,1011010501,6.68
2020-07-05,09:38:13.447,102900011009444,0.417,12.0,8.1,茄类,1011010501,6.68
2020-07-05,09:48:24.218,102900005116509,0.678,4.0,2.04,茄类,1011010501,6.68
2020-07-05,09:55:13.735,102900005116257,0.559,7.0,4.24,茄类,1011010501,6.68
2020-07-05,09:56:04.623,102900005116509,0.98,4.0,2.04,茄类,1011010501,6.68
2020-07-05,09:59:56.576,102900005116509,0.879,4.0,2.04,茄类,1011010501,6.68
2020-07-05,10:02:41.949,102900005116509,0.452,4.0,2.04,茄类,1011010501,6.68
2020-07-05,10:02:52.248,102900005116257,0.473,6.8,4.24,茄类,1011010501,6.68
2020-07-05,10:04:43.545,102900005116509,0.528,4.0,2.04,茄类,1011010501,6.68
2020-07-05,10:05:01.546,102900005116509,0.377,4.0,2.04,茄类,1011010501,6.68
2020-07-05,10:09:24.958,102900005116257,1.146,7.0,4.24,茄类,1011010501,6.68
2020-07-05,10:09:27.490,102900005116257,0.416,7.0,4.24,茄类,1011010501,6.68
2020-07-05,10:10:11.280,102900005116257,0.501,7.0,4.24,茄类,1011010501,6.68
2020-07-05,10:12:49.108,102900005116257,0.559,7.0,4.24,茄类,1011010501,6.68
2020-07-05,10:15:18.962,102900011009444,0.509,12.0,8.1,茄类,1011010501,6.68
2020-07-05,10:17:45.045,102900005116257,0.315,7.0,4.24,茄类,1011010501,6.68
2020-07-05,10:20:57.858,102900005116257,0.53,7.0,4.24,茄类,1011010501,6.68
2020-07-05,10:24:23.583,102900005116509,0.477,4.0,2.04,茄类,1011010501,6.68
2020-07-05,10:28:19.795,102900005116257,0.301,7.0,4.24,茄类,1011010501,6.68
2020-07-05,10:28:34.130,102900011009444,0.276,12.0,8.1,茄类,1011010501,6.68
2020-07-05,10:33:26.497,102900005116509,0.955,4.0,2.04,茄类,1011010501,6.68
2020-07-05,10:49:37.530,102900005116509,1.558,4.0,2.04,茄类,1011010501,6.68
2020-07-05,10:53:20.148,102900011009444,0.509,12.0,8.1,茄类,1011010501,6.68
2020-07-05,10:53:30.030,102900011009444,0.417,12.0,8.1,茄类,1011010501,6.68
2020-07-05,10:55:35.401,102900005116509,0.452,4.0,2.04,茄类,1011010501,6.68
2020-07-05,11:01:07.608,102900011009444,0.259,12.0,8.1,茄类,1011010501,6.68
2020-07-05,11:02:37.816,102900011009444,0.209,12.0,8.1,茄类,1011010501,6.68
