销量(千克),销售单价(元/千克),日期,批发价格(元/千克),单品名称,损耗率(%)
0.096,24.0,2023-06-30,15.6,西峡花菇(1),10.8
0.129,24.0,2023-06-30,15.6,西峡花菇(1),10.8
0.121,24.0,2023-06-30,15.6,西峡花菇(1),10.8
0.171,24.0,2023-06-30,15.6,西峡花菇(1),10.8
0.238,24.0,2023-06-30,15.6,西峡花菇(1),10.8
0.267,24.0,2023-06-30,15.6,西峡花菇(1),10.8
0.192,24.0,2023-06-30,15.6,西峡花菇(1),10.8
0.146,24.0,2023-06-30,15.6,西峡花菇(1),10.8
0.205,24.0,2023-06-30,15.6,西峡花菇(1),10.8
0.267,24.0,2023-06-30,15.6,西峡花菇(1),10.8
0.159,24.0,2023-06-30,15.6,西峡花菇(1),10.8
0.288,24.0,2023-06-30,15.6,西峡花菇(1),10.8
0.242,24.0,2023-06-30,15.6,西峡花菇(1),10.8
0.326,24.0,2023-06-30,15.6,西峡花菇(1),10.8
0.125,24.0,2023-06-30,15.6,西峡花菇(1),10.8
0.15,24.0,2023-06-30,15.6,西峡花菇(1),10.8
0.159,24.0,2023-06-30,15.6,西峡花菇(1),10.8
0.263,24.0,2023-06-30,15.6,西峡花菇(1),10.8
0.276,24.0,2023-06-30,15.6,西峡花菇(1),10.8
0.338,24.0,2023-06-30,15.6,西峡花菇(1),10.8
0.109,24.0,2023-06-30,15.6,西峡花菇(1),10.8
0.138,24.0,2023-06-30,15.6,西峡花菇(1),10.8
0.067,24.0,2023-06-30,15.6,西峡花菇(1),10.8
0.113,24.0,2023-06-30,15.6,西峡花菇(1),10.8
0.138,24.0,2023-06-30,15.6,西峡花菇(1),10.8
0.092,24.0,2023-06-30,15.6,西峡花菇(1),10.8
0.18,24.0,2023-06-30,15.6,西峡花菇(1),10.8
0.117,24.0,2023-06-30,15.6,西峡花菇(1),10.8
0.284,24.0,2023-06-30,15.6,西峡花菇(1),10.8
0.125,24.0,2023-06-30,15.6,西峡花菇(1),10.8
