销量(千克),销售单价(元/千克),日期,批发价格(元/千克),单品名称,损耗率(%)
0.194,5.2,2023-06-25,3.46,芜湖青椒(1),5.7
0.271,5.2,2023-06-25,3.46,芜湖青椒(1),5.7
0.291,5.2,2023-06-25,3.46,芜湖青椒(1),5.7
0.31,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.136,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.252,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.271,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.717,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.388,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.465,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.33,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.64,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.252,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.213,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.233,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.368,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.136,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.407,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.155,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.233,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.155,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.407,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.407,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.485,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.155,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.233,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.174,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.097,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.388,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.194,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.233,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.485,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.291,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.33,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.426,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.368,5.2,2023-06-26,3.48,芜湖青椒(1),5.7
0.233,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.446,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.252,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.911,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.31,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.291,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.717,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.678,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.407,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.95,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.426,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.562,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.271,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.252,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.775,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.349,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.368,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.504,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.388,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.271,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.368,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.33,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.388,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.446,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.194,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.271,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.833,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.872,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.33,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.426,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.368,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.252,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.407,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.601,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.426,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.388,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.485,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.097,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.252,5.2,2023-06-27,3.4,芜湖青椒(1),5.7
0.136,5.2,2023-06-28,3.3,芜湖青椒(1),5.7
0.33,5.2,2023-06-28,3.3,芜湖青椒(1),5.7
0.446,5.2,2023-06-28,3.3,芜湖青椒(1),5.7
0.194,5.2,2023-06-28,3.3,芜湖青椒(1),5.7
0.523,5.2,2023-06-28,3.3,芜湖青椒(1),5.7
0.33,5.2,2023-06-28,3.3,芜湖青椒(1),5.7
0.271,5.2,2023-06-28,3.3,芜湖青椒(1),5.7
0.155,5.2,2023-06-28,3.3,芜湖青椒(1),5.7
0.543,5.2,2023-06-28,3.3,芜湖青椒(1),5.7
0.795,5.2,2023-06-28,3.3,芜湖青椒(1),5.7
0.775,5.2,2023-06-28,3.3,芜湖青椒(1),5.7
0.465,5.2,2023-06-28,3.3,芜湖青椒(1),5.7
0.291,5.2,2023-06-28,3.3,芜湖青椒(1),5.7
0.504,5.2,2023-06-28,3.3,芜湖青椒(1),5.7
0.426,5.2,2023-06-28,3.3,芜湖青椒(1),5.7
0.601,5.2,2023-06-28,3.3,芜湖青椒(1),5.7
0.407,5.2,2023-06-28,3.3,芜湖青椒(1),5.7
0.252,5.2,2023-06-28,3.3,芜湖青椒(1),5.7
0.446,5.2,2023-06-28,3.3,芜湖青椒(1),5.7
0.349,5.2,2023-06-28,3.3,芜湖青椒(1),5.7
0.33,5.2,2023-06-28,3.3,芜湖青椒(1),5.7
0.233,5.2,2023-06-28,3.3,芜湖青椒(1),5.7
0.291,5.2,2023-06-28,3.3,芜湖青椒(1),5.7
0.368,5.2,2023-06-28,3.3,芜湖青椒(1),5.7
0.388,5.2,2023-06-28,3.3,芜湖青椒(1),5.7
0.504,5.2,2023-06-28,3.3,芜湖青椒(1),5.7
0.33,5.2,2023-06-28,3.3,芜湖青椒(1),5.7
0.659,5.2,2023-06-28,3.3,芜湖青椒(1),5.7
0.291,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.252,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.31,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.194,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.194,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.31,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.213,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.426,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.349,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.426,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.271,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.233,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.465,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.291,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.465,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.233,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.426,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.911,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.543,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.271,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.33,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.62,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.271,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.33,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.562,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.601,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.33,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.64,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.523,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.426,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.155,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.174,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.31,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.775,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.31,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.407,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.271,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.252,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.155,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.233,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.349,5.2,2023-06-29,3.59,芜湖青椒(1),5.7
0.349,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.407,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.252,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.271,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.33,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.213,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
1.221,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.349,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.388,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.291,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.271,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.291,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.194,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.446,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.31,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.233,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.33,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.388,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.136,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.388,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.271,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.155,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.407,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.271,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.233,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.62,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.194,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.426,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.291,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.271,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.291,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.174,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.892,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.349,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.252,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.465,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.349,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.31,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.349,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.213,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.388,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.523,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.349,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.446,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.097,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
0.252,5.2,2023-06-30,3.63,芜湖青椒(1),5.7
