销量(千克),销售单价(元/千克),日期,批发价格(元/千克),单品名称,损耗率(%)
1.0,5.8,2023-06-29,2.25,小米椒(份),9.43
1.0,5.8,2023-06-29,2.25,小米椒(份),9.43
1.0,5.8,2023-06-29,2.25,小米椒(份),9.43
1.0,5.8,2023-06-30,2.11,小米椒(份),9.43
1.0,5.8,2023-06-30,2.11,小米椒(份),9.43
1.0,5.8,2023-06-30,2.11,小米椒(份),9.43
1.0,5.8,2023-06-30,2.11,小米椒(份),9.43
1.0,5.8,2023-06-30,2.11,小米椒(份),9.43
1.0,5.8,2023-06-30,2.11,小米椒(份),9.43
1.0,5.8,2023-06-30,2.11,小米椒(份),9.43
1.0,5.8,2023-06-30,2.11,小米椒(份),9.43
1.0,5.8,2023-06-30,2.11,小米椒(份),9.43
1.0,5.8,2023-06-30,2.11,小米椒(份),9.43
1.0,5.8,2023-06-30,2.11,小米椒(份),9.43
1.0,5.8,2023-06-30,2.11,小米椒(份),9.43
1.0,5.8,2023-06-30,2.11,小米椒(份),9.43
1.0,5.8,2023-06-30,2.11,小米椒(份),9.43
1.0,5.8,2023-06-30,2.11,小米椒(份),9.43
1.0,5.8,2023-06-30,2.11,小米椒(份),9.43
1.0,5.8,2023-06-30,2.11,小米椒(份),9.43
1.0,5.8,2023-06-30,2.11,小米椒(份),9.43
1.0,5.8,2023-06-30,2.11,小米椒(份),9.43
1.0,5.8,2023-06-30,2.11,小米椒(份),9.43
1.0,5.8,2023-06-30,2.11,小米椒(份),9.43
1.0,3.5,2023-06-30,2.11,小米椒(份),9.43
1.0,5.8,2023-06-30,2.11,小米椒(份),9.43
