销量(千克),销售单价(元/千克),日期,批发价格(元/千克),单品名称,损耗率(%)
0.269,11.2,2023-06-29,7.42,西兰花,9.26
0.376,11.2,2023-06-29,7.42,西兰花,9.26
0.484,11.2,2023-06-29,7.42,西兰花,9.26
0.511,11.2,2023-06-29,7.42,西兰花,9.26
0.341,11.2,2023-06-29,7.42,西兰花,9.26
0.341,11.2,2023-06-29,7.42,西兰花,9.26
0.296,11.2,2023-06-29,7.42,西兰花,9.26
0.394,11.2,2023-06-29,7.42,西兰花,9.26
0.296,11.2,2023-06-29,7.42,西兰花,9.26
0.403,11.2,2023-06-29,7.42,西兰花,9.26
0.394,11.2,2023-06-29,7.42,西兰花,9.26
0.502,11.2,2023-06-29,7.42,西兰花,9.26
0.538,11.2,2023-06-29,7.42,西兰花,9.26
0.35,11.2,2023-06-29,7.42,西兰花,9.26
0.251,11.2,2023-06-29,7.42,西兰花,9.26
0.448,11.2,2023-06-29,7.42,西兰花,9.26
0.842,11.2,2023-06-29,7.42,西兰花,9.26
0.457,11.2,2023-06-29,7.42,西兰花,9.26
0.358,11.2,2023-06-29,7.42,西兰花,9.26
0.305,11.2,2023-06-29,7.42,西兰花,9.26
0.358,11.2,2023-06-29,7.42,西兰花,9.26
0.341,11.2,2023-06-29,7.42,西兰花,9.26
0.457,11.2,2023-06-29,7.42,西兰花,9.26
0.358,11.2,2023-06-29,7.42,西兰花,9.26
0.556,11.2,2023-06-29,7.42,西兰花,9.26
1.057,11.2,2023-06-29,7.42,西兰花,9.26
0.376,11.2,2023-06-30,7.59,西兰花,9.26
0.484,11.2,2023-06-30,7.59,西兰花,9.26
0.977,11.2,2023-06-30,7.59,西兰花,9.26
0.511,11.2,2023-06-30,7.59,西兰花,9.26
1.039,11.2,2023-06-30,7.59,西兰花,9.26
0.403,11.2,2023-06-30,7.59,西兰花,9.26
0.376,11.2,2023-06-30,7.59,西兰花,9.26
0.385,11.2,2023-06-30,7.59,西兰花,9.26
0.538,11.2,2023-06-30,7.59,西兰花,9.26
0.403,11.2,2023-06-30,7.59,西兰花,9.26
0.493,11.2,2023-06-30,7.59,西兰花,9.26
0.305,11.2,2023-06-30,7.59,西兰花,9.26
0.475,11.2,2023-06-30,7.59,西兰花,9.26
0.439,11.2,2023-06-30,7.59,西兰花,9.26
0.323,11.2,2023-06-30,7.59,西兰花,9.26
0.385,11.2,2023-06-30,7.59,西兰花,9.26
0.52,11.2,2023-06-30,7.59,西兰花,9.26
0.556,11.2,2023-06-30,7.59,西兰花,9.26
0.475,11.2,2023-06-30,7.59,西兰花,9.26
0.367,11.2,2023-06-30,7.59,西兰花,9.26
0.35,11.2,2023-06-30,7.59,西兰花,9.26
0.43,11.2,2023-06-30,7.59,西兰花,9.26
0.511,11.2,2023-06-30,7.59,西兰花,9.26
0.439,11.2,2023-06-30,7.59,西兰花,9.26
0.457,11.2,2023-06-30,7.59,西兰花,9.26
0.511,11.2,2023-06-30,7.59,西兰花,9.26
0.529,11.2,2023-06-30,7.59,西兰花,9.26
0.403,11.2,2023-06-30,7.59,西兰花,9.26
0.43,11.2,2023-06-30,7.59,西兰花,9.26
0.394,11.2,2023-06-30,7.59,西兰花,9.26
0.439,11.2,2023-06-30,7.59,西兰花,9.26
0.394,11.2,2023-06-30,7.59,西兰花,9.26
0.394,11.2,2023-06-30,7.59,西兰花,9.26
0.35,11.2,2023-06-30,7.59,西兰花,9.26
0.323,11.2,2023-06-30,7.59,西兰花,9.26
0.358,11.2,2023-06-30,7.59,西兰花,9.26
0.358,11.2,2023-06-30,7.59,西兰花,9.26
